,,,,Зн.3,Устройство и принцип работы кабельных и сетевых анализаторов
,,,,Зн.5,Метрики производительности администрируемой сети
,,,,Зн.6,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.7,Модель OSI/ISO
,,,,Зн.8,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.9,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.10,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.11,Инструкции по эксплуатации администрируемого программного обеспечения
,,,C/03.6,,Управление средствами тарификации сетевых ресурсов
,,,,У.1,Конфигурировать операционные системы сетевых устройств администрируемой сети
,,,C/04.6,,Коррекция производительности сетевой инфокоммуникационной системы
,,,,ТД.1,Возврат базовых параметров производительности сетевых устройств инфокоммуникационной системы к номинальным значениям
,,,,ТД.2,Добавление новых интерфейсов сетевых устройств
,,,,ТД.3,Добавление каналов ввода-вывода серверов (в зависимости от возможностей операционной системы)
,,,,ТД.4,Изменение конфигурации сетевых устройств
,,,,ТД.5,Изменение путей прохождения трафика с обходом узких мест сетевой инфокоммуникационной системы
,,,,ТД.6,Изменение параметров загрузки операционной системы и системы управления базой данных
,,,,ТД.7,Изменение методов доступа к данным
,,,,ТД.8,Полная модификация части администрируемой сети с изменением ее архитектуры
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектура аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.4,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.5,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.6,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.7,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.8,Модель ISO для управления сетевым трафиком
,,,,Зн.9,Модели IEEE
,,D,,,Администрирование процесса управления безопасностью сетевых устройств и программного обеспечения
,,,D/01.6,,Определение параметров безопасности и защиты программного обеспечения сетевых устройств
,,,,ТД.1,Планирование защиты приложений от несанкционированного доступа
,,,,ТД.2,Оценка безопасности и защиты приложений от несанкционированного доступа
,,,,ТД.3,Планирование защиты операционных систем от несанкционированного доступа
,,,,ТД.4,Оценка защиты операционных систем от несанкционированного доступа
,,,,У.3,Применять программные средства защиты сетевых устройств от несанкционированного доступа
,,,,Зн.1,"Общие принципы функционирования аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.2,"Архитектура аппаратных, программных и программно-аппаратных средств администрируемой сети"
,,,,Зн.3,Классификация операционных систем согласно классам безопасности
,,,,Зн.4,Средства защиты от несанкционированного доступа операционных систем и систем управления базами данных
,,,,Зн.5,Инструкции по установке администрируемых сетевых устройств
,,,,Зн.6,Инструкции по эксплуатации администрируемых сетевых устройств
,,,,Зн.7,Инструкции по установке администрируемого программного обеспечения
,,,,Зн.8,Инструкции по эксплуатации администрируемого программного обеспечения
,,,,Зн.9,"Протоколы канального, сетевого, транспортного и прикладного уровней модели взаимодействия открытых систем"
,,,,Зн.10,Модель ISO для управления сетевым трафиком
,,,,Зн.11,Модели IEEE
,,,,Зн.12,Защищенные протоколы управления
,25.027,,,,СПЕЦИАЛИСТ ПО РАЗРАБОТКЕ АППАРАТУРЫ БОРТОВЫХ КОСМИЧЕСКИХ СИСТЕМ
,,B,,,Модернизация и техническое сопровождение разработки БА КА
,,,B/01.6,,Разработка технической документации для БА КА на основе модернизируемых технических решений
,,,,Зн.2,Условия эксплуатации проектируемой БА КА
,25.036,,,,СПЕЦИАЛИСТ ПО ЭЛЕКТРОНИКЕ БОРТОВЫХ КОМПЛЕКСОВ УПРАВЛЕНИЯ
,,A,,,Документальное и операционно-техническое сопровождение процесса создания и эксплуатации электронных средств и электронных систем бортовых комплексов управления (БКУ)
,,,A/03.5,,Техническое обслуживание и ремонт электронных средств и электронных систем БКУ
,,,,ТД.1,Техническое обслуживание электронных средств и электронных систем БКУ в процессе эксплуатации
